timestamp,open,high,low,close,volume
1672531200000,1196.13,1196.32,1195.65,1196.32,334.5592
1672531500000,1196.31,1196.69,1194.9,1195.38,682.3876
1672531800000,1195.38,1195.81,1194.55,1194.55,228.9387
1672532100000,1194.55,1195.98,1194.31,1195.98,601.8903
1672532400000,1195.98,1196.37,1195.97,1196.06,144.8048
1672532700000,1196.06,1196.7,1196.06,1196.61,394.9124
1672533000000,1196.62,1196.62,1193.72,1194.36,497.8406
1672533300000,1194.37,1194.43,1192.72,1194.22,1299.5971
1672533600000,1194.22,1194.22,1193.02,1193.64,409.5032
1672533900000,1193.64,1195.06,1193.63,1194.64,521.0221
1672534200000,1194.65,1195.06,1194.19,1194.82,486.7733
1672534500000,1194.82,1195.04,1194.09,1194.09,287.1547
1672534800000,1194.09,1194.84,1193.84,1194.1,389.7127
1672535100000,1194.11,1195.75,1194.1,1195.69,500.1684
1672535400000,1195.7,1195.75,1195.38,1195.38,285.9199
1672535700000,1195.38,1195.49,1195.23,1195.38,113.75
1672536000000,1195.37,1195.61,1195.01,1195.6,248.5874
1672536300000,1195.6,1195.61,1195.29,1195.45,171.7727
1672536600000,1195.45,1195.47,1195.13,1195.14,212.3066
1672536900000,1195.14,1195.58,1194.72,1194.73,363.2838
1672537200000,1194.73,1195.32,1194.72,1194.92,239.9588
1672537500000,1194.92,1195.54,1194.92,1195.53,112.1893
1672537800000,1195.54,1195.7,1195.26,1195.35,209.0755
1672538100000,1195.35,1196.37,1195.35,1196.02,310.4828
1672538400000,1196.01,1196.02,1194.11,1194.21,1109.8181
1672538700000,1194.21,1194.37,1194.2,1194.37,119.582
1672539000000,1194.36,1195.44,1194.12,1195.22,466.104
1672539300000,1195.21,1195.38,1195.02,1195.33,121.8827
1672539600000,1195.33,1195.64,1195.18,1195.38,375.6097
1672539900000,1195.38,1196.13,1195.38,1196.12,277.6175
1672540200000,1196.13,1196.74,1196.05,1196.74,307.8162
1672540500000,1196.74,1196.74,1195.9,1195.9,251.8358
1672540800000,1195.9,1195.91,1195.27,1195.27,186.282
1672541100000,1195.28,1195.71,1195.27,1195.66,175.9713
1672541400000,1195.66,1195.72,1195.44,1195.45,168.7489
1672541700000,1195.45,1195.45,1195.33,1195.4,190.7794
1672542000000,1195.41,1195.41,1192.28,1193.09,2370.9138
1672542300000,1193.09,1193.57,1192.85,1193.57,504.5429
1672542600000,1193.57,1193.57,1193.13,1193.2,547.3963
1672542900000,1193.19,1193.2,1191.71,1191.95,970.4698
1672543200000,1191.95,1193.4,1191.94,1193.39,844.1259
1672543500000,1193.4,1193.4,1193.23,1193.38,447.5458
1672543800000,1193.39,1193.51,1193.17,1193.41,390.0136
