timestamp,open,high,low,close,volume
1640995200000,46216.93,46391.49,46208.37,46321.34,185.67558
1640995500000,46321.34,46527.26,46280.0,46371.11,123.43577
1640995800000,46369.79,46394.0,46276.22,46332.51,77.54574
1640996100000,46332.52,46332.52,46236.27,46293.9,101.14315
1640996400000,46295.42,46421.27,46286.25,46395.53,135.32479
1640996700000,46395.53,46400.38,46345.1,46375.42,83.53179
1640997000000,46375.42,46446.47,46360.19,46443.65,81.82606
1640997300000,46443.65,46590.0,46443.64,46530.7,113.11574
1640997600000,46530.71,46689.42,46503.51,46610.81,191.13897
1640997900000,46610.81,46731.39,46575.76,46693.74,168.66367
1640998200000,46693.75,46708.59,46628.6,46659.65,133.40734
1640998500000,46659.66,46690.16,46630.46,46656.13,108.52235
1640998800000,46656.14,46661.64,46574.06,46582.68,126.44773
1640999100000,46582.67,46678.13,46579.9,46675.0,115.87901
1640999400000,46675.0,46767.24,46674.99,46766.99,87.761
1640999700000,46766.99,46900.0,46752.17,46876.81,121.23933
1641000000000,46876.82,46949.99,46799.0,46846.03,81.09694
1641000300000,46846.04,46869.16,46780.86,46815.33,57.084
1641000600000,46815.34,46869.69,46800.29,46845.06,42.13311
1641000900000,46845.06,46884.63,46753.84,46799.9,61.87442
1641001200000,46798.2,46804.58,46748.05,46768.1,76.17418
1641001500000,46768.11,46779.7,46711.9,46771.72,79.03887
1641001800000,46769.61,46861.47,46765.75,46819.12,68.06086
1641002100000,46819.12,46823.96,46750.0,46778.14,27.02594
1641002400000,46778.14,46823.96,46769.95,46823.95,41.55785
1641002700000,46823.96,46861.86,46792.21,46816.15,37.1487
1641003000000,46816.14,46867.75,46789.02,46845.97,43.18059
1641003300000,46845.98,46928.94,46845.97,46914.5,53.01135
1641003600000,46914.5,46926.39,46836.07,46841.58,74.0813
1641003900000,46841.58,46868.04,46826.0,46826.01,24.53847
1641004200000,46826.0,46826.01,46785.0,46788.59,48.57123
1641004500000,46788.59,46797.59,46721.96,46764.0,40.23235
1641004800000,46763.99,46804.89,46759.03,46775.91,29.73399
1641005100000,46775.9,46834.49,46775.9,46809.58,27.89697
1641005400000,46809.59,46832.53,46777.25,46825.17,26.95972
1641005700000,46825.16,46860.39,46773.93,46811.77,38.25608
1641006000000,46811.77,46826.63,46760.12,46791.99,25.04692
1641006300000,46791.99,46830.99,46782.35,46830.99,21.60092
1641006600000,46830.99,46851.56,46806.88,46826.1,31.60111
1641006900000,46826.11,46916.63,46807.66,46888.07,74.0904
1641007200000,46888.08,46888.08,46777.0,46791.02,74.36054
1641007500000,46791.02,46842.21,46791.0,46809.15,70.21745
1641007800000,46809.16,46860.89,46809.15,46853.73,59.4959
1641008100000,46853.73,46865.8,46830.0,46846.74,29.51958
1641008400000,46846.74,46900.0,46840.42,46867.98,43.2898
