timestamp,open,high,low,close,volume
1641090600000,3743.29,3753.25,3742.01,3747.7,1005.868
1641091500000,3747.71,3749.31,3745.19,3746.5,916.3272
1641092400000,3746.5,3753.77,3745.26,3746.27,1078.8418
1641093300000,3746.27,3754.0,3743.0,3753.73,717.4671
1641094200000,3753.48,3760.87,3751.67,3752.64,1061.628
1641095100000,3752.91,3759.1,3746.23,3758.55,1126.9334
1641096000000,3758.13,3761.92,3756.5,3757.78,1181.7407
1641096900000,3757.78,3757.8,3749.08,3751.51,744.1398
1641097800000,3751.51,3757.66,3741.71,3743.12,1534.8983
1641098700000,3743.11,3743.44,3717.3,3724.34,3941.251
1641099600000,3724.34,3733.3,3720.17,3725.2,1162.9826
1641100500000,3725.49,3733.29,3723.09,3730.12,1126.5834
1641101400000,3730.35,3740.6,3729.52,3734.68,1199.7687
1641102300000,3734.67,3745.74,3729.18,3744.69,1136.0118
1641103200000,3744.69,3746.89,3740.65,3742.03,1167.5589
1641104100000,3742.03,3749.77,3741.84,3742.19,655.5369
1641105000000,3742.2,3749.97,3740.13,3745.31,1146.7462
1641105900000,3745.3,3749.98,3737.55,3738.52,805.8257
1641106800000,3738.52,3741.84,3734.2,3737.39,949.8329
1641107700000,3737.4,3744.6,3737.2,3742.27,548.5323
1641108600000,3742.27,3751.93,3741.89,3744.07,1159.7119
1641109500000,3744.07,3747.74,3737.8,3747.22,804.7469
1641110400000,3747.22,3748.64,3732.39,3735.85,1441.3787
1641111300000,3735.83,3745.97,3735.47,3741.05,1094.7004
1641112200000,3741.05,3743.51,3735.67,3741.22,748.0488
1641113100000,3741.23,3746.0,3740.18,3744.0,927.8513
1641114000000,3744.0,3745.72,3738.17,3743.73,916.3016
1641114900000,3743.73,3770.0,3741.03,3756.12,2601.3266
1641115800000,3756.12,3762.99,3756.1,3760.96,945.2641
1641116700000,3760.96,3761.13,3751.59,3753.48,1221.9605
1641117600000,3753.49,3758.8,3751.16,3758.8,782.2432
1641118500000,3758.79,3758.8,3748.71,3749.26,965.0244
1641119400000,3749.27,3752.39,3742.93,3746.29,905.6188
1641120300000,3746.28,3746.75,3740.0,3743.16,783.5354
1641121200000,3743.17,3751.12,3741.02,3747.7,977.5364
1641122100000,3747.71,3753.79,3746.19,3750.27,666.907
1641123000000,3750.27,3756.98,3746.11,3746.28,913.4015
1641123900000,3746.28,3746.77,3741.76,3744.01,985.7433
1641124800000,3744.06,3744.88,3730.33,3735.83,1599.3873
1641125700000,3735.83,3742.66,3732.55,3742.42,700.3579
1641126600000,3742.42,3759.03,3740.39,3750.6,1693.5436
1641127500000,3750.67,3759.83,3750.67,3753.95,1418.0484
1641128400000,3753.95,3756.94,3746.07,3746.72,1006.2405
1641129300000,3746.41,3754.44,3742.23,3754.43,1038.3091
1641130200000,3754.44,3754.44,3746.08,3749.03,1062.4731
1641131100000,3749.03,3749.68,3739.86,3745.28,1481.9532
1641132000000,3745.29,3753.3,3743.19,3752.65,875.285
1641132900000,3752.64,3757.43,3743.0,3746.29,1711.4947
1641133800000,3746.28,3756.0,3745.94,3753.12,1197.0448
1641134700000,3753.12,3757.06,3750.4,3752.59,1215.0178
1641135600000,3752.6,3768.44,3751.79,3767.99,2282.669
1641136500000,3768.0,3769.98,3761.76,3762.59,1656.2759
1641137400000,3762.59,3771.29,3758.41,3769.77,1600.4813
1641138300000,3769.77,3790.38,3769.77,3778.17,4289.5682
1641139200000,3778.17,3795.0,3778.08,3791.14,3256.3912
1641140100000,3791.15,3793.97,3783.79,3785.19,1722.9094
1641141000000,3785.19,3799.27,3785.1,3796.45,3215.0638
1641141900000,3796.45,3849.92,3796.42,3838.62,11293.6833
1641142800000,3838.63,3857.44,3818.32,3821.19,8644.0811
1641143700000,3821.2,3826.53,3811.1,3823.4,2801.456
1641144600000,3823.4,3831.57,3816.6,3830.54,2268.0869
1641145500000,3830.54,3833.33,3816.34,3823.82,2434.9569
1641146400000,3823.82,3825.0,3815.48,3815.78,1909.8705
1641147300000,3815.78,3818.65,3783.47,3793.87,3277.9672
1641148200000,3793.86,3794.39,3771.91,3785.35,4298.0849
1641149100000,3785.36,3798.99,3782.88,3795.06,2707.448
1641150000000,3795.06,3806.3,3789.63,3796.72,2339.907
1641150900000,3796.72,3801.37,3787.52,3790.1,995.8874
1641151800000,3790.1,3797.04,3784.2,3792.12,2161.4033
1641152700000,3792.12,3803.79,3790.56,3798.72,1150.72
1641153600000,3799.0,3814.42,3794.24,3810.61,2759.8372
1641154500000,3810.62,3813.0,3802.76,3809.48,1414.9616
1641155400000,3809.48,3810.0,3801.39,3802.6,626.6273
1641156300000,3802.59,3811.18,3800.0,3810.26,1362.9022
1641157200000,3810.27,3817.78,3802.01,3816.6,1049.3711
1641158100000,3816.59,3816.6,3807.39,3810.03,765.3848
1641159000000,3810.04,3827.8,3808.27,3821.76,1224.336
1641159900000,3821.76,3821.77,3810.52,3811.57,1017.7781
1641160800000,3811.57,3824.75,3810.21,3824.51,1152.4464
1641161700000,3824.5,3825.0,3818.52,3824.83,1197.123
1641162600000,3825.0,3833.33,3824.83,3828.91,1355.4832
1641163500000,3828.91,3829.0,3820.07,3827.7,1006.756
1641164400000,3827.7,3832.54,3820.09,3828.42,1374.4521
1641165300000,3828.43,3834.25,3825.0,3833.97,1775.4697
1641166200000,3833.96,3838.88,3825.95,3834.69,1488.541
1641167100000,3834.69,3840.02,3827.57,3828.27,1387.6488
1641168000000,3828.11,3828.79,3808.77,3809.53,2711.2792
1641168900000,3809.91,3821.63,3809.57,3815.67,1644.6643
1641169800000,3815.66,3816.13,3805.82,3814.52,1720.1037
1641170700000,3814.52,3816.14,3806.14,3807.03,1231.2713
1641171600000,3807.03,3810.7,3798.57,3801.05,2521.3978
1641172500000,3801.04,3809.4,3794.69,3803.01,1439.4238
1641173400000,3803.01,3805.71,3794.68,3794.69,1621.0599
1641174300000,3794.69,3805.78,3794.67,3805.78,1227.4718
1641175200000,3805.78,3805.78,3784.77,3789.37,2594.4618
1641176100000,3789.3,3795.24,3786.53,3794.99,1520.9308
1641177000000,3794.99,3803.14,3792.02,3802.99,2545.3193
1641177900000,3802.99,3806.68,3790.37,3798.45,2572.8443
1641178800000,3798.45,3806.36,3796.63,3796.94,1986.0288
1641179700000,3796.63,3803.25,3792.27,3801.12,1255.6689
1641180600000,3801.13,3802.36,3775.7,3782.2,3314.577
1641181500000,3782.19,3789.55,3778.99,3785.0,1397.3604
1641182400000,3785.24,3796.65,3780.3,3792.15,1980.088
1641183300000,3792.16,3795.86,3787.8,3790.45,1223.1264
1641184200000,3790.45,3799.73,3789.01,3797.45,1257.0852
1641185100000,3797.44,3799.53,3790.0,3791.87,1363.4733
1641186000000,3791.87,3799.16,3790.72,3792.79,1171.5076
1641186900000,3792.79,3809.37,3792.41,3806.86,2168.2968
1641187800000,3806.85,3822.99,3806.83,3817.15,4289.2753
1641188700000,3817.15,3819.17,3810.14,3812.13,1094.2105
1641189600000,3812.14,3817.02,3807.68,3812.88,1451.317
1641190500000,3812.88,3814.36,3803.71,3805.86,1348.4036
1641191400000,3805.87,3811.0,3803.03,3809.39,1381.4775
1641192300000,3809.4,3810.31,3799.6,3803.17,1178.9226
1641193200000,3803.18,3804.99,3799.92,3802.76,964.9031
1641194100000,3802.76,3808.4,3798.78,3806.87,1148.5992
1641195000000,3806.87,3811.0,3802.99,3805.29,1692.6432
1641195900000,3805.1,3810.0,3798.33,3808.88,1571.6377
1641196800000,3808.88,3821.99,3808.48,3818.13,2082.5398
1641197700000,3818.13,3818.98,3813.27,3813.42,1176.7706
1641198600000,3813.43,3816.46,3806.42,3807.43,1143.0673
1641199500000,3807.43,3810.57,3804.72,3807.4,1548.4537
1641200400000,3807.39,3818.3,3807.39,3809.49,2138.7231
1641201300000,3809.5,3809.5,3789.66,3796.69,3676.7793
1641202200000,3796.69,3806.24,3793.39,3803.76,1514.4013
1641203100000,3803.76,3812.67,3801.17,3808.86,2192.7982
1641204000000,3808.86,3826.0,3808.18,3819.78,3552.7987
1641204900000,3819.78,3824.54,3814.64,3816.2,1372.8432
1641205800000,3816.19,3825.7,3812.5,3822.35,1966.3734
1641206700000,3822.35,3830.7,3821.79,3823.97,2283.951
1641207600000,3823.97,3845.0,3823.97,3837.6,4560.3633
1641208500000,3837.61,3844.17,3834.67,3840.11,2254.5439
1641209400000,3840.11,3840.84,3830.26,3832.89,1369.2773
1641210300000,3832.89,3840.0,3829.25,3834.61,1042.4654
1641211200000,3834.61,3837.54,3823.89,3835.71,2437.1469
1641212100000,3835.7,3838.51,3829.0,3832.99,1981.5655
1641213000000,3832.99,3833.03,3822.91,3826.05,1123.9132
1641213900000,3826.05,3827.96,3816.84,3819.1,1733.8282
1641214800000,3819.1,3825.99,3818.65,3820.04,1540.6482
1641215700000,3820.28,3830.29,3820.03,3829.02,1199.9622
1641216600000,3829.01,3830.43,3821.49,3825.48,1818.6823
1641217500000,3825.47,3828.64,3818.49,3819.29,1364.4461
1641218400000,3819.28,3824.95,3805.04,3815.94,3194.9759
1641219300000,3815.94,3823.7,3812.0,3822.77,1561.7325
1641220200000,3822.78,3853.09,3822.14,3839.32,4994.0438
1641221100000,3839.32,3841.98,3802.85,3804.19,6732.5735
1641222000000,3804.19,3811.09,3787.04,3806.86,6857.4256
1641222900000,3806.77,3814.11,3803.93,3811.57,2095.1053
1641223800000,3811.56,3811.57,3802.02,3806.85,2005.0634
1641224700000,3806.85,3809.24,3777.0,3784.04,5243.6966
1641225600000,3784.04,3795.0,3755.0,3765.59,6224.6212
1641226500000,3765.59,3766.0,3735.2,3753.43,7737.748
1641227400000,3753.44,3756.0,3740.76,3749.15,3127.2211
1641228300000,3749.15,3750.05,3736.2,3748.93,2281.4586
1641229200000,3748.67,3766.2,3742.43,3747.91,3470.2944
1641230100000,3747.91,3774.42,3745.6,3767.6,2835.6501
1641231000000,3767.59,3775.86,3760.35,3765.4,2175.5326
1641231900000,3765.4,3772.1,3760.41,3761.65,1600.1519
1641232800000,3761.66,3771.46,3752.85,3758.02,1721.5687
1641233700000,3758.02,3764.23,3754.54,3762.48,1327.9006
1641234600000,3762.48,3765.48,3746.48,3752.63,1266.7724
1641235500000,3752.63,3756.09,3745.0,3752.4,1527.3742
1641236400000,3752.39,3759.98,3743.66,3754.5,1682.7526
1641237300000,3754.51,3764.0,3750.01,3761.02,1282.274
1641238200000,3761.01,3762.93,3754.34,3759.15,1184.4421
1641239100000,3759.43,3763.91,3738.26,3738.4,2081.6057
1641240000000,3738.39,3741.77,3722.71,3737.59,4153.0644
1641240900000,3737.59,3742.18,3681.0,3684.03,17335.7678
1641241800000,3684.02,3700.49,3680.0,3690.36,5066.0393
1641242700000,3690.36,3702.83,3687.13,3699.02,3232.8292
1641243600000,3699.02,3706.79,3693.37,3694.93,2309.5289
1641244500000,3694.93,3714.92,3693.32,3712.46,2737.4388
1641245400000,3712.45,3735.38,3711.92,3721.99,2454.3029
1641246300000,3721.99,3731.77,3721.69,3723.38,2068.5199
1641247200000,3723.52,3738.81,3722.22,3736.62,2311.027
1641248100000,3736.62,3768.45,3731.27,3763.89,3704.1968
1641249000000,3764.38,3772.99,3750.35,3757.0,2136.0792
1641249900000,3757.0,3762.99,3748.3,3751.99,2443.4313
1641250800000,3751.99,3765.91,3745.68,3759.63,2708.3271
1641251700000,3759.63,3766.0,3757.6,3766.0,1562.2808
1641252600000,3766.0,3778.67,3761.65,3773.84,2251.1807
1641253500000,3773.83,3776.7,3760.34,3765.89,1894.6875
1641254400000,3765.89,3774.36,3758.15,3764.26,2604.587
1641255300000,3764.27,3771.98,3749.9,3765.72,2637.1088
1641256200000,3765.73,3765.89,3750.61,3751.48,1478.4473
1641257100000,3751.48,3756.22,3736.94,3743.11,1999.3784
1641258000000,3743.11,3748.78,3733.95,3748.64,1833.2292
1641258900000,3748.64,3760.03,3746.92,3754.82,2704.6769
1641259800000,3754.82,3754.84,3732.97,3735.55,1452.6854
1641260700000,3735.55,3742.47,3728.1,3732.26,1633.1514
1641261600000,3732.26,3740.0,3713.11,3714.99,2853.4859
1641262500000,3714.99,3730.88,3714.18,3728.13,2003.9841
1641263400000,3728.13,3737.51,3721.45,3731.77,2142.2712
1641264300000,3731.77,3734.4,3723.0,3725.81,1839.5744
1641265200000,3725.82,3730.37,3718.89,3722.56,1675.5762
1641266100000,3722.57,3737.78,3719.87,3735.46,1532.8331
1641267000000,3735.46,3749.07,3735.0,3748.85,2438.5179
1641267900000,3748.86,3749.61,3743.4,3744.23,916.997
1641268800000,3744.04,3759.72,3735.36,3740.32,2627.5185
1641269700000,3740.33,3747.97,3737.62,3743.59,1062.3524
1641270600000,3743.6,3752.01,3730.64,3737.68,2097.583
1641271500000,3737.68,3741.56,3729.5,3730.84,1372.314
1641272400000,3730.85,3738.55,3726.6,3734.47,1461.9251
1641273300000,3734.48,3748.03,3734.27,3747.28,1398.4691
1641274200000,3747.28,3747.42,3732.79,3733.49,1359.502
1641275100000,3733.48,3743.44,3729.22,3742.39,1456.3478
1641276000000,3742.38,3750.43,3734.44,3746.98,2046.6221
1641276900000,3746.98,3755.0,3739.76,3753.76,936.7742
1641277800000,3753.49,3755.9,3748.22,3753.96,1232.5499
1641278700000,3753.95,3754.87,3747.95,3753.33,1001.8941
1641279600000,3753.34,3760.0,3747.11,3748.65,1441.8451
1641280500000,3749.11,3764.53,3746.75,3756.98,1337.2041
1641281400000,3757.02,3762.8,3755.55,3757.38,1389.559
1641282300000,3757.39,3764.23,3752.61,3763.87,1104.2461
1641283200000,3763.88,3781.88,3757.58,3776.74,5536.7001
1641284100000,3776.74,3779.67,3767.0,3770.28,2183.8947
1641285000000,3770.27,3779.92,3769.36,3769.37,1457.4596
1641285900000,3769.37,3771.37,3764.01,3770.12,1804.1168
1641286800000,3770.12,3778.72,3766.89,3775.0,2443.4441
1641287700000,3775.01,3778.92,3772.16,3775.44,4070.8853
1641288600000,3775.45,3776.0,3766.44,3771.29,2226.2271
1641289500000,3771.29,3772.89,3763.59,3766.93,2216.1652
1641290400000,3766.93,3772.54,3764.52,3768.46,1152.2649
1641291300000,3768.46,3788.93,3768.46,3784.0,1885.4373
1641292200000,3784.01,3800.01,3777.82,3792.56,4490.5084
1641293100000,3792.56,3814.99,3789.49,3805.76,4975.4181
1641294000000,3805.76,3832.0,3805.5,3824.82,9097.86
1641294900000,3824.81,3830.29,3814.41,3818.94,3296.2085
1641295800000,3818.94,3835.88,3814.56,3831.68,4572.8487
1641296700000,3831.2,3840.0,3824.6,3836.19,4856.8504
1641297600000,3836.19,3841.93,3825.08,3826.67,4014.8918
1641298500000,3826.67,3830.47,3818.15,3819.33,3475.0253
1641299400000,3819.33,3826.79,3818.5,3822.98,2052.2469
1641300300000,3822.97,3832.46,3819.81,3831.79,1931.4872
1641301200000,3831.79,3834.46,3818.94,3819.42,2140.5366
1641302100000,3819.42,3842.0,3815.06,3839.68,2782.5944
1641303000000,3839.68,3851.79,3831.1,3844.35,4899.2781
1641303900000,3844.35,3875.0,3841.89,3865.96,9154.4962
1641304800000,3865.96,3877.0,3855.0,3858.42,5719.0048
1641305700000,3858.42,3864.09,3851.52,3857.76,3133.345
1641306600000,3857.75,3869.3,3857.0,3868.6,2299.2597
1641307500000,3868.6,3900.73,3867.87,3875.34,13973.1115
1641308400000,3875.34,3887.08,3872.65,3877.16,4754.1112
1641309300000,3877.16,3880.39,3864.08,3873.86,3586.9122
1641310200000,3873.85,3874.13,3854.06,3855.72,2607.0608
1641311100000,3855.71,3866.44,3843.82,3849.52,4239.5877
1641312000000,3849.51,3857.89,3835.63,3852.0,7912.9348
1641312900000,3852.01,3857.55,3836.58,3842.96,5186.5785
1641313800000,3842.95,3859.08,3839.74,3854.78,2086.0776
1641314700000,3854.79,3865.64,3849.41,3851.71,2152.4998
1641315600000,3851.57,3854.79,3843.16,3851.4,1443.2362
1641316500000,3851.39,3864.58,3850.84,3853.4,1396.9635
1641317400000,3853.29,3864.31,3847.03,3859.25,1391.8193
1641318300000,3859.25,3860.58,3837.01,3838.3,1453.0913
1641319200000,3838.3,3854.5,3834.08,3848.93,2030.6494
1641320100000,3848.93,3852.26,3821.77,3821.78,2923.415
1641321000000,3821.77,3825.99,3790.15,3799.56,9889.4935
1641321900000,3799.56,3800.38,3762.38,3771.68,9028.86
1641322800000,3771.69,3842.52,3758.4,3835.0,16578.526
1641323700000,3835.01,3841.06,3816.0,3818.74,4859.8179
1641324600000,3818.74,3827.99,3806.2,3809.84,2379.1789
1641325500000,3809.85,3814.78,3800.12,3812.31,2227.8853
1641326400000,3812.05,3823.86,3795.59,3809.73,7701.2717
1641327300000,3809.74,3829.8,3809.19,3827.49,2343.1952
1641328200000,3827.49,3828.15,3820.0,3822.12,1482.2233
1641329100000,3822.11,3827.65,3811.42,3816.37,1888.5039
1641330000000,3816.37,3823.15,3810.25,3821.87,1793.5917
1641330900000,3821.87,3828.94,3807.99,3819.12,1984.6428
1641331800000,3819.12,3832.51,3816.35,3829.53,1281.1582
1641332700000,3829.28,3832.22,3820.0,3825.99,1001.9386
1641333600000,3825.99,3826.0,3818.0,3818.39,1127.8201
1641334500000,3818.39,3822.99,3809.0,3815.0,1376.6913
1641335400000,3815.28,3821.0,3814.55,3819.44,1408.5039
1641336300000,3819.11,3819.99,3805.91,3816.62,1892.0528
1641337200000,3816.62,3816.63,3800.12,3800.12,1581.2583
1641338100000,3800.12,3813.94,3795.47,3811.02,2360.351
1641339000000,3811.02,3811.03,3783.89,3787.59,1949.5727
1641339900000,3787.47,3802.37,3784.33,3785.11,2042.3031
1641340800000,3785.1,3793.93,3766.0,3790.21,4452.8827
1641341700000,3790.21,3798.32,3787.77,3792.27,1219.4715
1641342600000,3792.27,3807.01,3791.26,3800.65,1932.2329
1641343500000,3800.65,3812.24,3800.65,3810.13,1112.7148
1641344400000,3810.13,3810.94,3802.68,3808.09,1912.963
1641345300000,3808.24,3809.63,3799.14,3804.78,1524.348
1641346200000,3804.78,3805.69,3795.22,3802.62,1090.3946
1641347100000,3802.62,3803.6,3792.1,3793.33,1900.7145
1641348000000,3793.33,3800.23,3792.8,3798.6,1880.4606
1641348900000,3798.59,3808.3,3795.58,3797.83,2119.2846
1641349800000,3797.82,3806.7,3797.0,3806.15,1190.7384
1641350700000,3806.22,3807.39,3800.96,3802.38,1350.007
1641351600000,3802.38,3815.84,3802.38,3814.97,1047.2269
1641352500000,3814.97,3826.05,3812.55,3812.98,2618.6039
1641353400000,3812.66,3815.21,3809.24,3811.42,1195.6743
1641354300000,3811.41,3815.74,3806.84,3809.45,2051.679
1641355200000,3809.44,3813.13,3802.62,3812.45,1907.0247
1641356100000,3812.45,3818.85,3809.77,3815.31,1600.7802
1641357000000,3815.07,3815.31,3805.0,3807.28,847.1213
1641357900000,3807.21,3814.39,3804.63,3810.12,855.4056
1641358800000,3810.12,3810.21,3800.1,3801.71,1713.4764
1641359700000,3801.71,3807.26,3797.78,3806.02,1393.3085
1641360600000,3806.02,3806.68,3797.49,3799.99,719.1081
1641361500000,3800.0,3806.93,3798.52,3803.86,931.5899
1641362400000,3803.87,3815.26,3798.77,3815.12,1796.4309
1641363300000,3815.12,3820.27,3811.21,3811.71,1232.0168
1641364200000,3811.7,3819.92,3811.7,3815.99,2005.272
1641365100000,3815.99,3821.43,3813.53,3819.17,1203.0698
1641366000000,3819.17,3822.89,3812.72,3820.97,1469.3612
1641366900000,3820.98,3821.51,3812.73,3817.82,1329.5394
1641367800000,3817.83,3818.41,3809.57,3812.19,866.1941
1641368700000,3812.19,3818.18,3810.93,3815.74,871.3841
1641369600000,3815.73,3817.97,3802.67,3805.59,1574.5669
1641370500000,3805.42,3811.93,3802.46,3810.28,1000.3541
1641371400000,3810.33,3819.13,3805.59,3818.79,1520.6133
1641372300000,3818.79,3826.7,3816.99,3820.82,3048.4016
1641373200000,3820.83,3827.09,3816.64,3818.74,1970.5825
1641374100000,3818.73,3833.0,3816.46,3831.19,2653.1542
1641375000000,3831.18,3839.99,3827.0,3838.3,2455.3845
1641375900000,3838.3,3840.0,3830.06,3836.69,1646.0974
1641376800000,3836.7,3848.0,3836.69,3839.18,2369.9104
1641377700000,3839.17,3839.27,3827.78,3832.0,2086.3918
1641378600000,3832.0,3835.04,3821.26,3822.08,1427.4426
1641379500000,3822.08,3828.15,3821.72,3826.45,1570.6135
1641380400000,3826.45,3828.08,3810.98,3812.0,2360.7011
1641381300000,3812.0,3814.99,3800.15,3804.5,3508.7677
1641382200000,3804.51,3805.9,3783.0,3788.54,4925.4335
1641383100000,3788.55,3794.49,3781.42,3791.69,2316.6862
1641384000000,3791.69,3796.71,3781.09,3786.85,2500.7815
1641384900000,3786.85,3791.0,3769.0,3782.58,4033.5914
1641385800000,3782.58,3783.41,3761.44,3776.91,3295.0755
1641386700000,3776.91,3792.31,3765.93,3790.03,2813.269
1641387600000,3790.02,3796.71,3780.79,3788.33,2107.288
1641388500000,3788.32,3807.72,3785.99,3804.4,3339.8902
1641389400000,3804.4,3808.39,3799.4,3803.0,2158.4382
